,
01_prenom,02_genre
chile,m
chin,"m,f"
china,f
chip,m
Chirine,f
chita,f
chiumbo,m
chizoba,"m,f"
Chloe,f
Chloé,f
chloris,f
chonsie,f
Chris,m
chrissie,f
chrissy,f
Christ,m
christa,f
christabel,f
christabella,f
christabelle,f
christal,f
Christelle,f
christen,f
christer,m
christi,f
christiaan,m
Christian,m
christiana,f
christiane,f
christianne,f
christie,f
christin,f
Christina,f
Christine,f
christmas,m
christobel,f
christoffer,m
christoph,m
Christophe,m
Christopher,m
christos,m
christy,f
chrysanta,f
chrysanthe,f
chrysanthos,m
chryseis,f
chryssa,f
chrystal,f
chucho,m
chuck,m
chun,"f,m"
chus,m
chylan,m
chyna,f
cian,m
cianán,m
ciannait,f
ciara,f
ciaran,m
cibor,m
cicely,f
cicero,m
ciel,f
ciera,f
cierra,f
cili,f
cilka,f
cilla,f
cillian,m
cillín,m
cináed,m
cinderella,f
cindra,f
Cindy,f
cinzia,f
cionaodh,m
ciprian,m
cipriano,m
circe,f
ciriaco,m
ciril,m
cirillo,m
cirino,m
ciro,m
cissy,f
citlali,"f,m"
Claire,f
clancy,m
Clara,f
clare,f
Clarence,m
clarette,f
claribel,f
clarice,f
clarinda,f
clarissa,f
Clarisse,f
clarity,f
clark,m
claud,m
claude,"m,f"
claudette,f
Claudia,f
Claudine,f
claudio,m
claudiu,m
claudius,m
claus,m
clay,m
clayton,m
Clea,f
Cléa,f
cledwyn,m
cleena,f
cleisthenes,m
Clelia,f
Clelie,f
clem,m
clematis,f
Clemence,f
Clémence,f
clemency,f
clemens,m
Clement,m
Clément,m
clemente,m
clementina,f
Clementine,f
Clémentine,f
Cleo,f
Cléo,f
cleon,m
cleopatra,f
Cleophee,f
Cléophée,f
cletes,m
cletis,m
cleto,m
cletus,m
cleve,m
cleveland,m
cliff,m
clifford,m
clifton,m
clint,m
clinton,m
clio,f
clíodhna,f
clíona,f
clitus,m
clive,m
clodagh,f
Cloe,f
Cloé,f
Clothilde,f
clotilda,f
Clotilde,f
clover,f
clovia,f
Clovis,m
clyde,"m,f"
clytemnestra,f
clytia,f
cnaeus,m
cnut,m
coby,m
codie,"m,f"
cody,m
coilean,m
coinneach,m
cokkie,f
colbert,m
colby,m
cole,m
coleen,f
coleman,m
colene,f
Colette,f
Colin,m
Coline,f
colleen,f
collin,m
collyn,f
colm,m
colmán,m
colombain,m
Colombe,f
colombina,f
colten,m
colton,m
colum,m
columba,m
columban,m
columbano,m
columbine,f
columbo,m
Côme,m
comfort,f
comgal,m
comgan,m
comhghall,m
comhghán,m
conall,m
conan,m
concepción,f
concepta,f
concetta,f
concetto,m
concha,f
conchita,f
conchobhar,m
concordia,f
confucius,m
conleth,m
conn,m
connell,m
conner,m
connie,f
connor,m
conor,m
conrad,m
conrado,m
consolata,f
Constance,f
constancia,f
Constant,m
constanta,f
constantia,f
constantijn,m
Constantin,m
constantina,f
constantine,m
constanza,f
consuela,f
consuelo,f
consus,m
conway,m
cooper,m
coos,m
cora,f
coral,f
Coralie,f
Coraline,f
corbin,m
cordelia,f
cordell,m
cordula,f
coreen,f
Corentin,m
coretta,f
corey,m
coriander,f
corie,m
corin,m
corina,f
corine,f
corinna,f
Corinne,f
cormac,m
cormag,m
cornel,m
cornelia,f
cornélio,m
cornelis,m
corneliu,m
cornelius,m
cornell,m
corona,f
corrado,m
corrie,f
corrine,f
cort,m
cortney,"f,m"
Corto,m
cory,m
corynn,f
cosette,f
Cosima,f
cosimo,m
coskun,m
cosma,f
cosmin,m
cosmina,f
cosmo,m
costantino,m
costanzo,m
costel,m
costica,m
coty,m
Coumba,f
courtney,"f,m"
cowal,m
cowessess,m
craig,m
crawford,m
cree,m
creighton,m
crescentia,f
crescentius,m
crescenzo,m
cressida,f
crina,f
crispian,m
crispin,m
cristal,f
Cristele,f
cristen,f
cristi,m
cristian,m
cristián,m
cristiana,f
cristiano,m
cristina,f
cristobal,m
cristoforo,m
cristóvão,m
crocetta,f
crocifissa,f
crofton,m
cronus,m
cruz,f
cruzita,f
crystal,f
crystin,f
csaba,m
csilla,f
ctibor,m
cuán,m
cuauhtemoc,m
cuc,f
cuchulainn,m
culhwch,m
cullen,m
cunégonde,f
cunobelinus,m
cupid,m
curro,m
curt,m
Curtis,m
cuthbert,m
cy,m
cyan,f
cybele,f
cybill,f
cymbeline,m
cymone,f
cyndi,f
cyneburga,f
cynefrið,m
Cynthia,f
cyprian,m
Cyprien,m
cyra,f
cyrano,m
cyriaca,f
cyriacus,m
Cyrian,m
Cyriaque,m
Cyrielle,f
Cyril,m
cyrilla,f
Cyrille,m
Cyrine,f
Cyrus,m
cystenian,m
czcibor,m
czenzi,f
czeslaw,m
da,m
dacre,m
dada,f
daedalus,m
daffodil,f
dafne,f
dafydd,m
dag,m
dagda,m
dagfinn,m
dagmar,f
dagny,f
dagrun,f
Dahlia,f
dai,m
dàibhidh,m
daichi,m
daina,f
dáire,m
dáiríne,f
daisy,f
daithí,m
daividh,m
dakarai,f
dakota,"m,f"
dalal,f
dale,"m,f"
daley,m
Dalia,f
dalibor,m
Dalla,f
dallas,m
dalton,m
daly,m
dalya,f
damaris,f
damayanti,f
damhnait,f
Damian,m
damiana,f
damiano,m
Damien,m
damion,m
damodar,m
damon,m
Dan,m
dan (1),m
dan (2),m
Dana,f
dana (1),f
dana (2),"m,f"
Danae,f
danaë,f
danail,m
dand,m
dane,m
danette,f
Dani,m
Dania,f
danica,f
Daniel,m
dániel,m
Daniela,f
daniele,m
Danièle,f
Daniella,f
danielle,f
daniil,m
danika,f
danilo,m
danita,f
dannie,m
Danny,m
dante,m
danut,m
danuta,f
Dany,m
danya,f
Danyl,m
Daouda,m
Daphne,f
Daphné,f
Daphnee,f
dara (1),m
dara (2),f
dara (3),"f,m"
darach,m
darby,"m,f"
darcey,f
darcy,"m,f"
darden,m
dareia,f
darell,m
daren,m
Daria,f
darian,"m,f"
dariea,f
darien,"m,f"
darin,m
darina,f
Darine,f
Dario,m
Darius,m
darja,f
darla,f
darleen,f
darlene,f
darnell,m
darrel,m
darrell,m
Darren,m
darrin,m
darryl,m
darwin,m
darya,f
daryl,m
dassah,f
daud,m
dave,m
davena,f
daveth,m
davey,m
David,m
dávid,m
davida,f
davide,m
davie,m
davin,m
davina,f
davinia,f
davis,m
davy,m
dawid,m
dawn,f
dawson,m
dawud,m
dax,m
Dayan,m
Dayane,m
dayaram,m
dayna,f
dayo,f
dayton,m
dazbog,m
dazhdbog,m
dean,m
deana,f
deandre,m
deangelo,m
deanna,f
deanne,f
dearbháil,f
deasún,m
deb,f
debbi,f
debbie,f
debby,f
debdan,m
debora,f
Deborah,f
Déborah,f
debra,f
decebal,m
decima,f
decimus,m
declan,m
dee,"f,m"
deeann,f
deemer,m
deena,f
deepak,m
deepali,f
deforest,m
deforrest,m
deidra,f
deidre,f
deimos,m
deiniol,m
deirbhile,f
deirdre,f
deitra,f
deja,f
delaiah,m
delaney,"m,f"
delbert,m
delfina,f
delia,f
delice,f
delicia,f
delilah,f
dell,m
della,f
delma,f
delmar,m
delora,f
delores,f
deloris,f
delphia,f
delphina,f
Delphine,f
delphinia,f
delroy,m
delshad,m
delta,f
delwyn,"m,f"
delyth,f
dema,f
Demba,m
demelza,f
demeter (1),f
demeter (2),m
demetria,f
demetrio,m
demetrios,m
demetrius,m
demi,f
democritus,m
demon,m
demosthenes,m
demostrate,f
demyan,m
den,m
dena,f
dene,m
dénes,m
denholm,m
denice,f
deniece,f
Denis,m
denisa,f
denise,f
deniz,"f,m"
dennis,m
denny,m
denton,m
denver,m
denys,m
denzel,m
denzil,m
deo,m
deodan,m
deòiridh,f
deon,m
deonne,m
deòrsa,m
derby,m
derek,m
derick,m
dermid,m
dermot,m
derren,m
derrick,m
derry,m
derval,f
dervila,f
dervla,f
derya,"f,m"
deryck,m
deryn,f
desdemona,f
deshaun,m
deshawn,m
desi,m
desiderio,m
désiré,m
désirée,f
desislav,m
desislava,f
desmond,m
despina,f
despoina,f
desta,f
destinee,f
destiny,f
desya,m
detlef,m
detta,m
dev,m
devan,m
devdan,m
devdas,m
deven,m
devereux,m
devi,f
devika,f
devin,m
devnet,f
devon,"m,f"
dewayne,m
dewey,m
dewi,m
dexter,m
dezi,m
dezirinda,f
dezsõ,m
dhananjay,m
diamantina,f
diamond,f
Diana,f
Diane,f
diann,f
dianna,f
dianne,f
diarmad,m
diarmaid,m
diarmuid,m
dick,m
didi,m
Didier,m
dido,f
diederick,m
diederik,m
Diego,m
dierk,m
dieter,m
dietfried,m
diethelm,m
dietlinde,f
dietmar,m
dietrich,m
dieudonné,m
dieudonnée,f
digby,m
diggory,m
dijana,f
dikeledi,f
Dilan,m
dilbert,m
dilip,m
dillon,m
dilshad,m
dilwen,f
dilwyn,m
dilys,f
dima (1),f
dima (2),m
dimitar,m
Dimitri,m
Dina,f
dinah,f
dinesh,m
dinh,m
dinis,m
dino,m
diodore,m
diodorus,m
diodotus,m
diogenes,m
diogo,m
diokles,m
diomedes,m
dion,m
dione,f
dionisio,m
dionne,f
dionysios,m
dionysius,m
dionysodoros,m
dionysos,m
dionysus,m
dipak,m
dipali,f
direnç,m
dirk,m
disgleirio,"f,m"
divina,f
Divine,f
divya,f
dixie,f
diya,m
djamila,f
Djeneba,f
Djibril,m
dmitri,m
dmitrii,m
dmitriy,m
dmitry,m
dobrogost,m
dobromil,m
dodie,f
doina,f
doireann,f
dollie,f
dolly,f
dolores,f
dolph,m
dom,m
domen,m
domenica,f
domenico,m
domhnall,m
dominga,f
domingo,m
domingos,m
dominic,m
dominica,f
dominick,m
dominik,m
dominika,f
Dominique,m
domitilla,f
Domitille,f
domonkos,m
don,m
dona,f
donagh,m
donal,m
donald,m
donalda,f
donaldina,f
donar,m
donat,m
donát,m
donata,f
donatella,f
donatello,m
donatien,m
donatienne,f
donato,m
donella,f
donelle,f
dong,m
donna,f
donnchadh,m
donnie,m
donny,m
donovan,m
Dora,f
dóra,f
doran,m
dorcas,f
dorean,f
doreen,f
dores,f
dorete,f
doretta,f
Dorian,m
Doriane,f
doriano,m
dorika,f
dorinda,f
doris,f
dorit,f
dorita,f
dorofei,m
doron,m
dorota,f
dorotea,f
dorotéia,f
dorothea,f
dorothée,f
dorotheos,m
dorothy,f
dorottya,f
dorris,f
dortha,f
dorthy,f
doru,m
dory,f
dosia,f
dot,f
dottie,f
dotty,f
doug,m
dougal,m
douglas,m
Dounia,f
Dov,m
dovid,m
doyle,m
draco,m
dragan,m
dragana,f
dragica,f
dragomir,m
dragos,m
drake,m
draven,m
dreda,f
drew,m
drina,f
driscoll,m
driskoll,m
Driss,m
drogo,m
drummond,m
drusilla,f
drystan,m
dua,f
duana,f
duane,m
duarte,m
dubaku,"m,f"
dubhghall,m
dubhghlas,m
duc,m
duci,f
dudel,m
dudley,m
duff,m
dugald,m
duha,f
duilio,m
duke,m
dulcibella,f
dulcie,f
duleep,m
dumitru,m
duncan,m
Dune,f
dung,m
dunja,f
dunstan,m
dunya,f
dunyasha,f
duong,m
durand,m
durga,f
durward,m
dusan,m
dustin,m
dusty,"m,f"
duygu,m
dvorah,f
dwayne,m
dwight,m
dwyn,m
dyan,f
Dylan,m
dylis,f
dymphna,f
dympna,f
Dyna,f
éabha,f
eachann,m
eadan,f
éadaoin,f
eadbhárd,m
eadburga,f
eadwig,m
ealasaid,f
ealdgyð,f
ealisaid,f
eallair,m
eamon,m
éamonn,m
ean,m
eanraig,m
earl,m
earle,m
earleen,f
earlene,f
earline,f
earnest,m
earnestine,f
eartha,f
easter,"m,f"
eavan,f
ebba,f
ebbe,m
eben,m
ebenezer,m
eber,m
eberardo,m
eberhard,m
ebert,m
ebony,f
ebrahim,m
ecaterina,f
ece,f
echo,f
eckbert,m
eckehard,m
eckhard,m
ed,m
edan,m
edana,f
edda,f
eddie,"m,f"
Eddy,m
edelmira,f
Eden,m
Edgar,m
Edgard,m
edgardo,m
edie,f
edina,f
edison,m
edit,f
edita,f
edite,f
edith,f
édith,f
edmé,f
edmond,m
edmonda,f
edmondo,m
edmund,m
edmundo,m
edna (1),f
edna (2),f
edoardo,m
edom,m
Edouard,m
Édouard,m
edric,m
edsel,m
Eduard,m
eduarda,f
Eduardo,m
edurne,f
edvard,m
edvige,f
Edward,m
edweena,f
edwena,f
edwige,f
Edwin,m
edwina,f
edwyn,m
edwyna,f
edyta,f
edytha,f
edythe,f
eerikki,m
eero,m
eetu,m
eeva,f
effie,f
efigênia,f
efisio,m
efraim,m
efraín,m
efstathios,m
efua,f
egbert,m
egidio,m
egil,m
Eglantine,f
egon,m
ehud,m
éibhear,m
éibhir,m
eibhlín,f
eideard,m
eidel,f
Eileen,f
eilert,m
eilidh,f
eilís,f
eilish,f
eiluned,f
eilwen,f
éimhín,m
eimhir,f
einar,m
einion,m
einrí,m
eira,f
eiran,m
eireann,f
eireen,f
eirene,f
eirian,f
eirik,m
eirlys,f
eirwen,f
eitan,m
eithne,f
ekaterina,f
ekewaka,m
ekin,f
ekkehardt,m
ekua,f
ekwueme,m
El,m
Ela,f
eladio,m
elain,f
elaine,f
elario,m
elba,f
elbert,m
elda,f
elder,m
eldon,m
eldred,m
eldreda,f
Elea,f
Eléa,f
Eleanor,f
eleanora,f
Eleanore,f
Eléanore,f
eleazar,m
electra,f
eleftheria,f
eleftherios,m
elek,m
elen,f
Elena,f
Éléna,f
elene,f
eleni,f
elenora,f
eleonoora,f
eleonor,f
eleonora,f
Eleonore,f
Eléonore,f
Éléonore,f
eleri,f
elettra,f
eleuterio,m
eleutherius,m
elfa,f
elfleda,f
elfreda,f
elfrida,f
elfriede,f
Eli,m
Elia,f
Eliahou,m
Elian,m
Eliana,f
Eliane,f
éliane,f
Elias,m
Élias,m
elicia,f
elidi,f
Elie,m
Élie,m
Eliel,m
Eliette,f
eliezer,m
Elif,f
eligia,f
eligio,m
elihu,m
eliina,f
eliisa,f
Elijah,m
elikapeka,f
elin,f
Elina,f
Eline,f
Elinor,f
Elio,m
Elior,m
Eliot,m
Eliott,m
eliphalet,m
eliphelet,m
Elisa,f
elisabet,f
elisabeta,f
Elisabeth,f
elisabetta,f
elisavet,f
elisaveta,f
Elise,f
Élise,f
eliseo,m
elisha,m
elisheba,f
elisheva,f
Elissa,f
elissa (1),f
elissa (2),f
elisud,m
elita,f
eliud,m
eliyahu,m
Eliza,f
elizabeta,f
Elizabeth,f
elizaveta,f
elkan,m
elkanah,m
elke (1),f
elke (2),f
Ella,f
ellar,m
elle,f
ellen,f
ellery,"m,f"
elli (1),f
elli (2),f
Ellie,f
Elliot,m
Elliott,m
ellis (1),m
ellis (2),m
Elly,f
elma,f
elmas,f
elmer,m
elmira,f
elmo,m
elnathan,m
elnora,f
Eloan,m
Eloane,f
elodia,f
Elodie,f
élodie,f
elof,m
Eloi,m
eloisa,f
eloise,f
Eloïse,f
éloise,f
Éloïse,f
Elona,f
Elone,m
Elora,f
Elouan,m
elouise,f
elov,m
eloy,m
elpida,f
elpidio,m
elpidius,m
elpis,f
elric,m
elrond,m
elroy,m
Elsa,f
elsabeth,f
elsdon,m
else,f
elsie,f
elspet,f
elspeth,f
elton,m
eluf,m
eluned,f
elva,f
elvin,m
elvina,f
elvira,f
Elvire,f
elvis,m
elwin,m
elwood,m
elwyn,m
ely,m
Elya,f
Elyas,m
Elyes,m
Elyès,m
Elyne,f
elyse,f
elysia,f
Elyssa,f
elzbieta,f
em,f
Ema,f
emanuel,m
emánuel,m
emanuele,m
emel,f
emelie,f
emelina,f
Emeline,f
emely,f
emer,f
emerald,f
emeric,m
emerson,m
emery,m
Emi,f
emidio,m
Emie,f
Emil,m
Emile,m
émile,m
emilee,f
Emilia,f
emilian,m
emiliana,f
emiliano,m
Emilie,f
Émilie,f
Emilien,m
émilien,m
Emilio,m
Emily,f
emine,f
Emir,m
emlyn,m
Emma,f
emmaline,f
emmanouil,m
Emmanuel,m
Emmanuelle,f
emmeline,f
emmerich,m
emmerson,m
emmet,m
emmett,m
Emmie,f
Emmy,f
Emna,f
emory,m
emrys,m
Emy,f
emyr,m
ena,f
encarnacion,f
endre,m
enéas,m
enfys,"m,f"
engel,m
engelbert,m
engin,m
Enguerrand,m
enid,f
eniola,m
enitan,m
ennio,m
ennis,"f,m"
enoch,m
enok,m
Enola,f
Enora,f
Énora,f
enos,m
enosh,m
enric,m
enrica,f
enrico,m
enrique,m
enu,"m,f"
enya,f
enyo,f
Enzo,m
eoforhild,f
eoghan,m
eoin,m
eos,f
eowyn,f
epaphras,m
epaphroditos,m
ephraim,m
Ephraïm,m
epifanio,m
epiktetos,m
epiphany,f
epona,f
eppie,f
era,f
eran,m
erasmus,m
erastus,m
erato,f
ercole,m
ercwlff,m
erdem,m
erdmann,m
erebus,m
eren,m
erez,m
erhard,m
Eric,m
erica,f
erich,m
erick,m
ericka,f
Erik,m
Erika,f
Erin,f
Erine,f
eris,f
erishkigal,f
erkki,m
erland,m
erle,m
erlend,m
erma,f
ermanno,m
ermenegilde,m
ermenegildo,m
ermentraud,f
ermentraude,f
ermete,f
ermintrude,f
ermolai,m
ermtraud,f
ern,m
erna,f
Ernest,m
ernesta,f
ernestine,f
ernesto,m
ernie,m
ernõ,m
ernst,m
eros,m
errol,m
erskine,m
ervin,m
ervins,m
Erwan,m
Erwann,m
erwin,m
erykah,f
eryn,f
erzsébet,f
erzsi,f
esa,m
esaias,m
esau,m
esdras,m
eseld,f
eser,"f,m"
eshe,f
esi,f
esin,f
Esma,f
esmail,m
esmaralda,f
esmé,"m,f"
esmée,f
esmeralda,f
esmond,m
esmund,m
esperanta,f
esperanza,f
espiridion,m
essa,f
essence,f
essie,f
esta,f
estachio,m
estavan,m
Esteban,m
estéban,m
estee,f
estefanía,f
estela,f
estella,f
Estelle,f
ester,f
esteri,f
estevão,m
esteve,m
estève,m
Esther,f
estrella,f
esyllt,f
eszter,f
eszti,f
étaín,f
etel,f
etelka,f
ethalyn,f
Ethan,m
Ethann,m
Ethel,f
ethelbert,m
etheldreda,f
ethelinda,f
ethelred,m
ethna,f
ethne,f
Etienne,m
Étienne,m
etna,f
etta,f
ettie,f
ettore,m
etzel,m
euan,m
euclid,m
eudocia,f
eudora,f
eudoxia,f
eufemia,f
eugen,m
eugene,m
Eugène,m
eugenia,f
eugênia,f
Eugenie,f
Eugénie,f
eugenio,m
eugênio,m
eula,f
eulalia,f
Eulalie,f
eulia,f
eumelia,f
Eunice,f
euphemia,f
euphranor,m
euphrosyne,f
euripides,m
Eurydice,f
eusebio,m
eusebios,m
eusebius,m
eustace,m
eustache,m
eustacia,f
eustaquio,m
eustathios,m
euterpe,f
euthalia,f
euthymius,m
eutropia,f
eutropio,m
eutropius,m
eutychius,m
eutychos,m
Eva,f
Éva,f
evadne,f
evaline,f
evalyn,f
Evan,m
evander (1),m
evander (2),m
evangelina,f
evangeline,f
evangelos,m
Evann,m
évariste,m
evaristo,m
evaristus,m
evdokia,f
evdokiya,f
Eve,f
Ève,f
eveleen,f
eveliina,f
evelina,f
eveline,f
evelyn,"f,m"
everard,m
everett,m
everette,"m,f"
everild,f
everitt,m
evert,m
evette,f
evfemia,f
evfrosyne,f
evgeni,m
evgenia,f
evgeniya,f
evgeny,m
evie,f
évike,f
evita,f
evonne,f
evpraksiya,f
evrard,m
evron,m
evstathios,m
evthalia,f
Evy,f
ewa,f
ewald,m
Ewan,m
ewart,m
Ewen,m
Ewenn,m
Eya,f
Eyal,m
Eytan,m
Eythan,m
ezar,m
ezekiel,m
Ezio,m
ezra,m
eztebe,m
faas,m
fabia,f
fabian,m
fábián,m
fabiana,f
fabiano,m
Fabien,m
Fabienne,f
Fabio,m
fabiola,f
fabius,m
fabó,m
Fabrice,m
fabricio,m
fabrizia,f
fabrizio,m
fachtna,m
faddei,m
Fadi,m
fadia,f
fadil,m
fadila,f
fadl,m
Fady,m
fae,f
fáelán,m
fahd,m
fahim,m
fahima,f
fahmida,f
faiga,f
faigel,f
fairuza,f
Faith,f
faithe,f
faivish,m
faizel,m
fajra,f
fakhri,m
fakhriyya,f
falk,m
fancy,f
fane,m
fannie,f
Fanny,f
Fanta,f
Fantine,f
faolán,m
Faouzi,f
farag,m
Farah,f
faraj,m
faramond,m
fardoos,f
fareed,m
Fares,m
Farès,m
farid,m
farida,f
fariha,f
faris,m
farley,m
faron,m
farooq,m
Farouk,m
farquhar,m
farrah,f
farran,m
farrell,m
faruq,m
fastred,m
fathi,m
fathiyya,f
Fatim,f
Fatima,f
Fatimata,f
fatin,f
Fatma,f
Fatou,f
Fatouma,f
Fatoumata,f
fauna,f
faunus,m
fausta,f
faustina,f
Faustine,f
fausto,m
faustus,m
fawn,f
fawzi,m
fawziyya,f
fay,f
faye,f
fayiz,m
fayruz,f
faysal,m
fayvel,m
fayza,f
fearchar,m
feardorcha,m
fearghal,m
fearghas,m
fechín,m
fedele,m
fedelma,f
federica,f
Federico,m
federigo,m
fedora,f
fedot,m
fedya,m
feichín,m
feidhelm,f
feidhlim,m
feidhlimidh,m
feige,f
feivel,m
felice,m
felicia,f
feliciana,f
feliciano,m
felicidad,f
felicidade,f
Felicie,f
Félicie,f
Felicien,m
felicienne,f
felìcita,f
felicity,f
felim,m
felina,f
felipa,f
felipe,m
feliu,m
Felix,m
Félix,m
femi,m
femie,f
femke,f
fenella,f
Fenix,m
fenton,m
feodor,m
feodora,f
feofilakt,m
ferapont,m
ferdie,m
Ferdinand,m
ferdinanda,f
ferdinando,m
ferdy,m
ferenc,m
fergal,m
fergie,"m,f"
fergus,m
feri,m
Feriel,f
ferko,m
fermin,m
fern,f
fernand,m
fernanda,f
fernande,f
fernando,m
fernão,m
ferne,f
feroze,m
ferran,m
ferrer,m
ferruccio,m
Feryel,f
fester,m
festus,m
ffion,f
ffraid,f
fiachna,m
fiachra,m
fiacre,m
fiammetta,f
fidan,f
fidda,f
fidel,m
fidelia,f
fidelis,m
fidelma,f
fido,m
fiera,f
fife,m
fifi,f
fihr,m
fikri,m
fikriyya,f
filander,m
filat,m
filbert,m
filep,m
filib,m
filibert,m
filiberto,m
Filip,m
filipa,f
Filipe,m
filippo,m
fillin,m
filomena,f
fina,f
finbar,m
findlay,m
finella,f
fingal,m
fingall,m
finlay,m
finley,m
finn,m
finnbar,m
finnegan,m
finnén,m
finnguala,f
finnian,m
finola,f
fintan,m
fion,m
Fiona,f
fíona,f
fionn,m
fionnbharr,m
fionnghall,m
fionnghuala,f
fionnlagh,m
fionntán,m
fionnuala,f
fionola,f
fioralba,f
fiorella,f
fiorenza,f
fiorenzo,m
Firas,m
firdaus,m
firdos,m
firenze,f
firmin,m
firmino,m
firoz,m
fishel,m
fishke,m
fitz,m
fitzroy,m
fizza,f
flaithrí,m
flann,"m,f"
flannan,"m,f"
Flavia,f
flavian,m
Flavie,f
Flavien,m
Flavio,m
flavius,m
flemming,m
fletcher,m
Fleur,f
fleuretta,f
flick,f
flip,m
flo,f
floella,f
Flora,f
Flore,f
Florence,f
florencio,m
Florent,m
Florentin,m
florentina,f
floretta,f
florette,f
Florian,m
floriana,f
Floriane,f
florianne,f
floriano,m
florin,m
florinda,f
Florine,f
floris,m
florrie,f
florry,m
flossie,f
flower,f
floyd,m
flurry,m
Fode,m
foka,m
folami,m
folant,m
folke,m
foma,m
fonsie,m
forbes,m
ford,m
forest,m
forrest,m
fortunata,f
fortunato,m
fortune,f
foster,m
fotis,m
fouad,m
Foucauld,m
fox,m
fran,f
franc,m
franca,f
france,m
francene,f
frances,f
Francesca,f
francesco,m
franci,f
francine,f
Francis,m
francisca,f
francisco,m
franciscus,m
franciska,f
Franck,m
franco,m
François,m
Françoise,f
frang,m
frangag,f
frank,m
frankie,"m,f"
Franklin,m
franklyn,m
frannie,f
frans,m
franseza,f
frantisek,m
frantiska,f
franz,m
franziska,f
fraser,m
frauke,f
fravardin,m
frazier,m
frea,f
fred,m
freda,f
freddie,"m,f"
freddy,m
Frederic,m
Frédéric,m
frederica,f
frederick,m
frederico,m
frederik,m
frederikke,f
frédérique,f
fredo,m
fredrick,m
fredrik,m
freek,m
freeman,m
freja,f
frey,m
freya,f
freyde,f
freyr,m
Frida,f
fríða,f
frideswide,f
fridrik,m
friðrika,f
fridtjof,m
frieda,f
friede,f
friedemann,m
friederike,f
friedhelm,m
friedhold,m
friedrich,m
frigg,f
frigyes,m
fritjof,m
fritz,m
fritzi,f
frode,m
fruma,f
fryderyk,m
fu,m
fuad,m
fulbert,m
fulgencio,m
fulgenzio,m
fulk,m
fulke,m
fülöp,m
fulton,m
fulvia,f
fulvio,m
fyfe,m
fyodor,m
gabby,"m,f"
gabe,m
gabi,m
Gabin,m
gabino,m
gabir,m
gábor,m
gabr,m
Gabriel,m
gábriel,m
Gabriela,f
gabriele (1),m
gabriele (2),f
Gabriella,f
Gabrielle,f
Gad,m
gadar,f
gae,f
gaea,f
Gaël,m
Gaëlle,f
gaenor,f
Gaetan,m
Gaétan,m
Gaëtan,m
gaetana,f
gaetane,f
gaetano,m
gafar,m
gage,m
Gaia,f
Gaïa,f
gail,"f,m"
gaila,f
gaius,m
gaja,f
gal,f
gala,f
galadriel,f
galahad,m
galal,m
gale,"m,f"
galen,m
galia,f
galila,f
galina,f
gall,m
gallagher,m
gallus,m
galya,f
gamal,"m,f"
gamaliel,m
gamil,m
gamila,f
ganesh,m
ganesha,m
Garance,f
garbhán,m
gardenia,f
gareth,m
garey,m
garfield,m
garland,m
garnet,"m,f"
garnette,f
garret,m
garrett,m
garrick,m
garry,m
garsha,m
garth,m
garvan,m
Gary,m
Gaspar,m
gáspár,m
Gaspard,m
gaspare,m
gasparo,m
gasper,m
Gaston,m
gathbiyya,f
gauhar,f
gauri,f
gautam,m
gautama,m
Gauthier,m
Gautier,m
gavin,m
gavino,m
gavrel,m
gavriil,m
gavril,m
gawahir,f
gawain,m
gawdat,m
gawel,m
gay,f
gaye,f
gayelord,m
gayla,f
gayle,"f,m"
gaylord,m
gaynor,f
gazbiyya,f
gazsi,m
gbemisola,f
gearalt,m
gearóid,m
gebbert,m
gebhard,m
geena,f
geert,m
geffrey,m
gellért,m
geltrude,f
gemariah,m
gemini,m
gemma,f
gena,f
gene,m
genesis,f
genette,f
geneva,f
geneviève,f
genevra,f
genghis,m
genie,f
genista,f
gennadi,m
gennadius,m
gennadiy,m
gennady,m
gennaro,m
genoveffa,f
genoveva,f
geoff,m
Geoffrey,m
geoffroi,m
Geoffroy,m
geordie,m
georg,m
George,m
georgene,f
Georges,m
georgeta,f
georgette,f
georgi,m
Georgia,f
georgiana,f
georgie,"m,f"
georgina,f
georgine,f
georgios,m
georgiy,m
georgo,m
geraint,m
gerald,m
gérald,m
geraldine,f
Géraldine,f
geraldo,m
gerallt,m
gerard,m
gérard,m
gerardo,m
gerasim,m
gerasimos,m
géraud,m
gerben,m
gerd,f
gerda,f
gereon,m
gerfried,m
gergely,m
gergõ,m
gerhard,m
gerhardt,m
gerhold,m
gerlach,m
gerlinde,f
Germain,m
germaine,f
german,m
germano,m
gernot,m
gerolamo,m
gerolt,m
geronimo,m
gerontius,m
gerrard,m
gerrit,m
gerry,"m,f"
Gersende,f
gershom,m
gershon,m
gert,m
gertie,f
gertraud,f
gertrud,f
gertrúd,f
gertrude,f
gertrudes,f
gertrudis,f
gertruida,f
gervais,m
gervaise (1),m
gervaise (2),f
gervas,m
gervase,m
gervasio,m
gervasius,m
gerwulf,m
gethin,m
gethsemane,f
géza,m
ghada,f
ghadir,f
ghalib,m
ghaliya,f
ghassan,m
ghayth,m
gheorghe,m
ghislain,m
Ghislaine,f
ghufran,f
gia,f
giachetta,f
giacinta,f
giacinto,m
giacobbe,m
Giacomo,m
giada,f
giambattista,m
giampaolo,m
giampiero,m
giancarlo,m
gianfranco,m
gianluca,m
gianluigi,m
gianmarco,m
gianmaria,m
